Year,Suburb,Sex,Age Group,Population
06/30/2020 12:00:00 AM,Macarthur  ,MALE,60+,150
06/30/2015 12:00:00 AM,Monash     ,FEMALE,0-10,307
06/30/2015 12:00:00 AM,Monash     ,FEMALE,11-20,287
06/30/2015 12:00:00 AM,Monash     ,FEMALE,21-30,290
06/30/2015 12:00:00 AM,Monash     ,FEMALE,31-40,273
06/30/2015 12:00:00 AM,Monash     ,FEMALE,41-50,348
06/30/2015 12:00:00 AM,Monash     ,FEMALE,51-60,528
06/30/2015 12:00:00 AM,Monash     ,FEMALE,60+,712
06/30/2015 12:00:00 AM,Monash     ,MALE,0-10,332
06/30/2015 12:00:00 AM,Monash     ,MALE,11-20,379
06/30/2015 12:00:00 AM,Monash     ,MALE,21-30,365
06/30/2015 12:00:00 AM,Monash     ,MALE,31-40,307
06/30/2015 12:00:00 AM,Monash     ,MALE,41-50,336
06/30/2015 12:00:00 AM,Monash     ,MALE,51-60,402
06/30/2015 12:00:00 AM,Monash     ,MALE,60+,547
06/30/2016 12:00:00 AM,Monash     ,FEMALE,0-10,294
06/30/2016 12:00:00 AM,Monash     ,FEMALE,11-20,294
06/30/2016 12:00:00 AM,Monash     ,FEMALE,21-30,282
06/30/2016 12:00:00 AM,Monash     ,FEMALE,31-40,260
06/30/2016 12:00:00 AM,Monash     ,FEMALE,41-50,349
06/30/2016 12:00:00 AM,Monash     ,FEMALE,51-60,496
06/30/2016 12:00:00 AM,Monash     ,FEMALE,60+,738
06/30/2016 12:00:00 AM,Monash     ,MALE,0-10,328
06/30/2016 12:00:00 AM,Monash     ,MALE,11-20,374
06/30/2016 12:00:00 AM,Monash     ,MALE,21-30,350
06/30/2016 12:00:00 AM,Monash     ,MALE,31-40,305
06/30/2016 12:00:00 AM,Monash     ,MALE,41-50,327
06/30/2016 12:00:00 AM,Monash     ,MALE,51-60,386
06/30/2016 12:00:00 AM,Monash     ,MALE,60+,580
06/30/2017 12:00:00 AM,Monash     ,FEMALE,0-10,283
06/30/2017 12:00:00 AM,Monash     ,FEMALE,11-20,297
06/30/2017 12:00:00 AM,Monash     ,FEMALE,21-30,271
06/30/2017 12:00:00 AM,Monash     ,FEMALE,31-40,258
06/30/2017 12:00:00 AM,Monash     ,FEMALE,41-50,337
06/30/2017 12:00:00 AM,Monash     ,FEMALE,51-60,468
06/30/2017 12:00:00 AM,Monash     ,FEMALE,60+,771
06/30/2017 12:00:00 AM,Monash     ,MALE,0-10,327
06/30/2017 12:00:00 AM,Monash     ,MALE,11-20,356
06/30/2017 12:00:00 AM,Monash     ,MALE,21-30,338
06/30/2017 12:00:00 AM,Monash     ,MALE,31-40,303
06/30/2017 12:00:00 AM,Monash     ,MALE,41-50,321
06/30/2017 12:00:00 AM,Monash     ,MALE,51-60,366
06/30/2017 12:00:00 AM,Monash     ,MALE,60+,621
06/30/2018 12:00:00 AM,Monash     ,FEMALE,0-10,280
06/30/2018 12:00:00 AM,Monash     ,FEMALE,11-20,297
06/30/2018 12:00:00 AM,Monash     ,FEMALE,21-30,252
06/30/2018 12:00:00 AM,Monash     ,FEMALE,31-40,255
06/30/2018 12:00:00 AM,Monash     ,FEMALE,41-50,334
06/30/2018 12:00:00 AM,Monash     ,FEMALE,51-60,431
06/30/2018 12:00:00 AM,Monash     ,FEMALE,60+,809
06/30/2018 12:00:00 AM,Monash     ,MALE,0-10,324
06/30/2018 12:00:00 AM,Monash     ,MALE,11-20,338
06/30/2018 12:00:00 AM,Monash     ,MALE,21-30,324
06/30/2018 12:00:00 AM,Monash     ,MALE,31-40,304
06/30/2018 12:00:00 AM,Monash     ,MALE,41-50,315
06/30/2018 12:00:00 AM,Monash     ,MALE,51-60,355
06/30/2018 12:00:00 AM,Monash     ,MALE,60+,653
06/30/2019 12:00:00 AM,Monash     ,FEMALE,0-10,276
06/30/2019 12:00:00 AM,Monash     ,FEMALE,11-20,291
06/30/2019 12:00:00 AM,Monash     ,FEMALE,21-30,241
06/30/2019 12:00:00 AM,Monash     ,FEMALE,31-40,249
06/30/2019 12:00:00 AM,Monash     ,FEMALE,41-50,329
06/30/2019 12:00:00 AM,Monash     ,FEMALE,51-60,402
06/30/2019 12:00:00 AM,Monash     ,FEMALE,60+,845
06/30/2019 12:00:00 AM,Monash     ,MALE,0-10,318
06/30/2019 12:00:00 AM,Monash     ,MALE,11-20,326
06/30/2019 12:00:00 AM,Monash     ,MALE,21-30,314
06/30/2019 12:00:00 AM,Monash     ,MALE,31-40,300
06/30/2019 12:00:00 AM,Monash     ,MALE,41-50,312
06/30/2019 12:00:00 AM,Monash     ,MALE,51-60,341
06/30/2019 12:00:00 AM,Monash     ,MALE,60+,682
06/30/2020 12:00:00 AM,Monash     ,FEMALE,0-10,268
06/30/2020 12:00:00 AM,Monash     ,FEMALE,11-20,291
06/30/2020 12:00:00 AM,Monash     ,FEMALE,21-30,226
06/30/2020 12:00:00 AM,Monash     ,FEMALE,31-40,239
06/30/2020 12:00:00 AM,Monash     ,FEMALE,41-50,319
06/30/2020 12:00:00 AM,Monash     ,FEMALE,51-60,388
06/30/2020 12:00:00 AM,Monash     ,FEMALE,60+,875
06/30/2020 12:00:00 AM,Monash     ,MALE,0-10,307
06/30/2020 12:00:00 AM,Monash     ,MALE,11-20,327
06/30/2020 12:00:00 AM,Monash     ,MALE,21-30,294
06/30/2020 12:00:00 AM,Monash     ,MALE,31-40,289
06/30/2020 12:00:00 AM,Monash     ,MALE,41-50,315
06/30/2020 12:00:00 AM,Monash     ,MALE,51-60,321
06/30/2020 12:00:00 AM,Monash     ,MALE,60+,720
06/30/2015 12:00:00 AM,Mount Taylor,FEMALE,0-10,1
06/30/2015 12:00:00 AM,Mount Taylor,FEMALE,11-20,0
06/30/2015 12:00:00 AM,Mount Taylor,FEMALE,21-30,0
06/30/2015 12:00:00 AM,Mount Taylor,FEMALE,31-40,0
06/30/2015 12:00:00 AM,Mount Taylor,FEMALE,41-50,0
06/30/2015 12:00:00 AM,Mount Taylor,FEMALE,51-60,0
06/30/2015 12:00:00 AM,Mount Taylor,FEMALE,60+,0
06/30/2015 12:00:00 AM,Mount Taylor,MALE,0-10,0
06/30/2015 12:00:00 AM,Mount Taylor,MALE,11-20,0
06/30/2015 12:00:00 AM,Mount Taylor,MALE,21-30,0
06/30/2015 12:00:00 AM,Mount Taylor,MALE,31-40,0
06/30/2015 12:00:00 AM,Mount Taylor,MALE,41-50,0
06/30/2015 12:00:00 AM,Mount Taylor,MALE,51-60,0
06/30/2015 12:00:00 AM,Mount Taylor,MALE,60+,2
06/30/2016 12:00:00 AM,Mount Taylor,FEMALE,0-10,1
06/30/2016 12:00:00 AM,Mount Taylor,FEMALE,11-20,0
06/30/2016 12:00:00 AM,Mount Taylor,FEMALE,21-30,0
06/30/2016 12:00:00 AM,Mount Taylor,FEMALE,31-40,0
06/30/2016 12:00:00 AM,Mount Taylor,FEMALE,41-50,0
06/30/2016 12:00:00 AM,Mount Taylor,FEMALE,51-60,0
06/30/2016 12:00:00 AM,Mount Taylor,FEMALE,60+,0
06/30/2016 12:00:00 AM,Mount Taylor,MALE,0-10,0
06/30/2016 12:00:00 AM,Mount Taylor,MALE,11-20,0
06/30/2016 12:00:00 AM,Mount Taylor,MALE,21-30,0
06/30/2016 12:00:00 AM,Mount Taylor,MALE,31-40,0
06/30/2016 12:00:00 AM,Mount Taylor,MALE,41-50,0
06/30/2016 12:00:00 AM,Mount Taylor,MALE,51-60,0
06/30/2016 12:00:00 AM,Mount Taylor,MALE,60+,2
06/30/2017 12:00:00 AM,Mount Taylor,FEMALE,0-10,1
06/30/2017 12:00:00 AM,Mount Taylor,FEMALE,11-20,0
06/30/2017 12:00:00 AM,Mount Taylor,FEMALE,21-30,0
06/30/2017 12:00:00 AM,Mount Taylor,FEMALE,31-40,0
06/30/2017 12:00:00 AM,Mount Taylor,FEMALE,41-50,0
06/30/2017 12:00:00 AM,Mount Taylor,FEMALE,51-60,0
06/30/2017 12:00:00 AM,Mount Taylor,FEMALE,60+,0
06/30/2017 12:00:00 AM,Mount Taylor,MALE,0-10,0
06/30/2017 12:00:00 AM,Mount Taylor,MALE,11-20,0
06/30/2017 12:00:00 AM,Mount Taylor,MALE,21-30,0
06/30/2017 12:00:00 AM,Mount Taylor,MALE,31-40,0
06/30/2017 12:00:00 AM,Mount Taylor,MALE,41-50,0
06/30/2017 12:00:00 AM,Mount Taylor,MALE,51-60,0
06/30/2017 12:00:00 AM,Mount Taylor,MALE,60+,2
06/30/2018 12:00:00 AM,Mount Taylor,FEMALE,0-10,1
06/30/2018 12:00:00 AM,Mount Taylor,FEMALE,11-20,0
06/30/2018 12:00:00 AM,Mount Taylor,FEMALE,21-30,0
06/30/2018 12:00:00 AM,Mount Taylor,FEMALE,31-40,0
06/30/2018 12:00:00 AM,Mount Taylor,FEMALE,41-50,0
06/30/2018 12:00:00 AM,Mount Taylor,FEMALE,51-60,0
06/30/2018 12:00:00 AM,Mount Taylor,FEMALE,60+,0
06/30/2018 12:00:00 AM,Mount Taylor,MALE,0-10,0
06/30/2018 12:00:00 AM,Mount Taylor,MALE,11-20,0
06/30/2018 12:00:00 AM,Mount Taylor,MALE,21-30,0
06/30/2018 12:00:00 AM,Mount Taylor,MALE,31-40,0
06/30/2018 12:00:00 AM,Mount Taylor,MALE,41-50,0
06/30/2018 12:00:00 AM,Mount Taylor,MALE,51-60,0
06/30/2018 12:00:00 AM,Mount Taylor,MALE,60+,2
06/30/2019 12:00:00 AM,Mount Taylor,FEMALE,0-10,1
06/30/2019 12:00:00 AM,Mount Taylor,FEMALE,11-20,0
06/30/2019 12:00:00 AM,Mount Taylor,FEMALE,21-30,0
06/30/2019 12:00:00 AM,Mount Taylor,FEMALE,31-40,0
06/30/2019 12:00:00 AM,Mount Taylor,FEMALE,41-50,0
06/30/2019 12:00:00 AM,Mount Taylor,FEMALE,51-60,0
06/30/2019 12:00:00 AM,Mount Taylor,FEMALE,60+,0
06/30/2019 12:00:00 AM,Mount Taylor,MALE,0-10,0
06/30/2019 12:00:00 AM,Mount Taylor,MALE,11-20,0
06/30/2019 12:00:00 AM,Mount Taylor,MALE,21-30,0
06/30/2019 12:00:00 AM,Mount Taylor,MALE,31-40,0
06/30/2019 12:00:00 AM,Mount Taylor,MALE,41-50,0
06/30/2019 12:00:00 AM,Mount Taylor,MALE,51-60,0
06/30/2019 12:00:00 AM,Mount Taylor,MALE,60+,2
06/30/2020 12:00:00 AM,Mount Taylor,FEMALE,0-10,1
06/30/2020 12:00:00 AM,Mount Taylor,FEMALE,11-20,0
06/30/2020 12:00:00 AM,Mount Taylor,FEMALE,21-30,0
06/30/2020 12:00:00 AM,Mount Taylor,FEMALE,31-40,0
06/30/2020 12:00:00 AM,Mount Taylor,FEMALE,41-50,0
06/30/2020 12:00:00 AM,Mount Taylor,FEMALE,51-60,0
06/30/2020 12:00:00 AM,Mount Taylor,FEMALE,60+,0
06/30/2020 12:00:00 AM,Mount Taylor,MALE,0-10,0
06/30/2020 12:00:00 AM,Mount Taylor,MALE,11-20,0
06/30/2020 12:00:00 AM,Mount Taylor,MALE,21-30,0
06/30/2020 12:00:00 AM,Mount Taylor,MALE,31-40,0
06/30/2020 12:00:00 AM,Mount Taylor,MALE,41-50,0
06/30/2020 12:00:00 AM,Mount Taylor,MALE,51-60,0
06/30/2020 12:00:00 AM,Mount Taylor,MALE,60+,2
06/30/2015 12:00:00 AM,Oxley      ,FEMALE,0-10,75
06/30/2015 12:00:00 AM,Oxley      ,FEMALE,11-20,151
06/30/2015 12:00:00 AM,Oxley      ,FEMALE,21-30,125
06/30/2015 12:00:00 AM,Oxley      ,FEMALE,31-40,81
06/30/2015 12:00:00 AM,Oxley      ,FEMALE,41-50,134
06/30/2015 12:00:00 AM,Oxley      ,FEMALE,51-60,168
06/30/2015 12:00:00 AM,Oxley      ,FEMALE,60+,130
06/30/2015 12:00:00 AM,Oxley      ,MALE,0-10,105
06/30/2015 12:00:00 AM,Oxley      ,MALE,11-20,159
06/30/2015 12:00:00 AM,Oxley      ,MALE,21-30,149
06/30/2015 12:00:00 AM,Oxley      ,MALE,31-40,105
06/30/2015 12:00:00 AM,Oxley      ,MALE,41-50,100
06/30/2015 12:00:00 AM,Oxley      ,MALE,51-60,116
06/30/2015 12:00:00 AM,Oxley      ,MALE,60+,152
06/30/2016 12:00:00 AM,Oxley      ,FEMALE,0-10,76
06/30/2016 12:00:00 AM,Oxley      ,FEMALE,11-20,147
06/30/2016 12:00:00 AM,Oxley      ,FEMALE,21-30,126
06/30/2016 12:00:00 AM,Oxley      ,FEMALE,31-40,75
06/30/2016 12:00:00 AM,Oxley      ,FEMALE,41-50,128
06/30/2016 12:00:00 AM,Oxley      ,FEMALE,51-60,168
06/30/2016 12:00:00 AM,Oxley      ,FEMALE,60+,138
06/30/2016 12:00:00 AM,Oxley      ,MALE,0-10,99
06/30/2016 12:00:00 AM,Oxley      ,MALE,11-20,163
06/30/2016 12:00:00 AM,Oxley      ,MALE,21-30,139
06/30/2016 12:00:00 AM,Oxley      ,MALE,31-40,99
06/30/2016 12:00:00 AM,Oxley      ,MALE,41-50,109
06/30/2016 12:00:00 AM,Oxley      ,MALE,51-60,115
06/30/2016 12:00:00 AM,Oxley      ,MALE,60+,155
06/30/2017 12:00:00 AM,Oxley      ,FEMALE,0-10,71
06/30/2017 12:00:00 AM,Oxley      ,FEMALE,11-20,147
06/30/2017 12:00:00 AM,Oxley      ,FEMALE,21-30,122
06/30/2017 12:00:00 AM,Oxley      ,FEMALE,31-40,74
06/30/2017 12:00:00 AM,Oxley      ,FEMALE,41-50,125
06/30/2017 12:00:00 AM,Oxley      ,FEMALE,51-60,160
06/30/2017 12:00:00 AM,Oxley      ,FEMALE,60+,152
06/30/2017 12:00:00 AM,Oxley      ,MALE,0-10,92
06/30/2017 12:00:00 AM,Oxley      ,MALE,11-20,160
06/30/2017 12:00:00 AM,Oxley      ,MALE,21-30,137
06/30/2017 12:00:00 AM,Oxley      ,MALE,31-40,98
06/30/2017 12:00:00 AM,Oxley      ,MALE,41-50,106
06/30/2017 12:00:00 AM,Oxley      ,MALE,51-60,120
06/30/2017 12:00:00 AM,Oxley      ,MALE,60+,159
06/30/2018 12:00:00 AM,Oxley      ,FEMALE,0-10,72
06/30/2018 12:00:00 AM,Oxley      ,FEMALE,11-20,143
06/30/2018 12:00:00 AM,Oxley      ,FEMALE,21-30,114
06/30/2018 12:00:00 AM,Oxley      ,FEMALE,31-40,74
06/30/2018 12:00:00 AM,Oxley      ,FEMALE,41-50,125
06/30/2018 12:00:00 AM,Oxley      ,FEMALE,51-60,156
06/30/2018 12:00:00 AM,Oxley      ,FEMALE,60+,161
06/30/2018 12:00:00 AM,Oxley      ,MALE,0-10,84
06/30/2018 12:00:00 AM,Oxley      ,MALE,11-20,162
06/30/2018 12:00:00 AM,Oxley      ,MALE,21-30,134
06/30/2018 12:00:00 AM,Oxley      ,MALE,31-40,94
06/30/2018 12:00:00 AM,Oxley      ,MALE,41-50,109
06/30/2018 12:00:00 AM,Oxley      ,MALE,51-60,118
06/30/2018 12:00:00 AM,Oxley      ,MALE,60+,164
06/30/2019 12:00:00 AM,Oxley      ,FEMALE,0-10,70
06/30/2019 12:00:00 AM,Oxley      ,FEMALE,11-20,142
06/30/2019 12:00:00 AM,Oxley      ,FEMALE,21-30,108
06/30/2019 12:00:00 AM,Oxley      ,FEMALE,31-40,76
06/30/2019 12:00:00 AM,Oxley      ,FEMALE,41-50,120
06/30/2019 12:00:00 AM,Oxley      ,FEMALE,51-60,150
06/30/2019 12:00:00 AM,Oxley      ,FEMALE,60+,173
06/30/2019 12:00:00 AM,Oxley      ,MALE,0-10,82
06/30/2019 12:00:00 AM,Oxley      ,MALE,11-20,161
06/30/2019 12:00:00 AM,Oxley      ,MALE,21-30,128
06/30/2019 12:00:00 AM,Oxley      ,MALE,31-40,90
06/30/2019 12:00:00 AM,Oxley      ,MALE,41-50,111
06/30/2019 12:00:00 AM,Oxley      ,MALE,51-60,114
06/30/2019 12:00:00 AM,Oxley      ,MALE,60+,172
06/30/2020 12:00:00 AM,Oxley      ,FEMALE,0-10,70
06/30/2020 12:00:00 AM,Oxley      ,FEMALE,11-20,137
06/30/2020 12:00:00 AM,Oxley      ,FEMALE,21-30,105
06/30/2020 12:00:00 AM,Oxley      ,FEMALE,31-40,75
06/30/2020 12:00:00 AM,Oxley      ,FEMALE,41-50,116
06/30/2020 12:00:00 AM,Oxley      ,FEMALE,51-60,143
06/30/2020 12:00:00 AM,Oxley      ,FEMALE,60+,184
06/30/2020 12:00:00 AM,Oxley      ,MALE,0-10,77
06/30/2020 12:00:00 AM,Oxley      ,MALE,11-20,157
06/30/2020 12:00:00 AM,Oxley      ,MALE,21-30,125
06/30/2020 12:00:00 AM,Oxley      ,MALE,31-40,88
06/30/2020 12:00:00 AM,Oxley      ,MALE,41-50,114
06/30/2020 12:00:00 AM,Oxley      ,MALE,51-60,113
06/30/2020 12:00:00 AM,Oxley      ,MALE,60+,178
06/30/2015 12:00:00 AM,Richardson ,FEMALE,0-10,250
06/30/2015 12:00:00 AM,Richardson ,FEMALE,11-20,183
06/30/2015 12:00:00 AM,Richardson ,FEMALE,21-30,292
06/30/2015 12:00:00 AM,Richardson ,FEMALE,31-40,208
06/30/2015 12:00:00 AM,Richardson ,FEMALE,41-50,194
06/30/2015 12:00:00 AM,Richardson ,FEMALE,51-60,247
06/30/2015 12:00:00 AM,Richardson ,FEMALE,60+,171
06/30/2015 12:00:00 AM,Richardson ,MALE,0-10,259
06/30/2015 12:00:00 AM,Richardson ,MALE,11-20,161
06/30/2015 12:00:00 AM,Richardson ,MALE,21-30,218
06/30/2015 12:00:00 AM,Richardson ,MALE,31-40,240
06/30/2015 12:00:00 AM,Richardson ,MALE,41-50,185
06/30/2015 12:00:00 AM,Richardson ,MALE,51-60,196
06/30/2015 12:00:00 AM,Richardson ,MALE,60+,200
06/30/2016 12:00:00 AM,Richardson ,FEMALE,0-10,253
06/30/2016 12:00:00 AM,Richardson ,FEMALE,11-20,183
06/30/2016 12:00:00 AM,Richardson ,FEMALE,21-30,272
06/30/2016 12:00:00 AM,Richardson ,FEMALE,31-40,203
06/30/2016 12:00:00 AM,Richardson ,FEMALE,41-50,196
06/30/2016 12:00:00 AM,Richardson ,FEMALE,51-60,235
06/30/2016 12:00:00 AM,Richardson ,FEMALE,60+,183
06/30/2016 12:00:00 AM,Richardson ,MALE,0-10,260
06/30/2016 12:00:00 AM,Richardson ,MALE,11-20,158
06/30/2016 12:00:00 AM,Richardson ,MALE,21-30,218
06/30/2016 12:00:00 AM,Richardson ,MALE,31-40,227
06/30/2016 12:00:00 AM,Richardson ,MALE,41-50,188
06/30/2016 12:00:00 AM,Richardson ,MALE,51-60,184
06/30/2016 12:00:00 AM,Richardson ,MALE,60+,207
06/30/2017 12:00:00 AM,Richardson ,FEMALE,0-10,253
06/30/2017 12:00:00 AM,Richardson ,FEMALE,11-20,176
06/30/2017 12:00:00 AM,Richardson ,FEMALE,21-30,260
06/30/2017 12:00:00 AM,Richardson ,FEMALE,31-40,199
06/30/2017 12:00:00 AM,Richardson ,FEMALE,41-50,200
06/30/2017 12:00:00 AM,Richardson ,FEMALE,51-60,225
06/30/2017 12:00:00 AM,Richardson ,FEMALE,60+,192
06/30/2017 12:00:00 AM,Richardson ,MALE,0-10,257
06/30/2017 12:00:00 AM,Richardson ,MALE,11-20,159
06/30/2017 12:00:00 AM,Richardson ,MALE,21-30,209
06/30/2017 12:00:00 AM,Richardson ,MALE,31-40,223
06/30/2017 12:00:00 AM,Richardson ,MALE,41-50,185
06/30/2017 12:00:00 AM,Richardson ,MALE,51-60,169
06/30/2017 12:00:00 AM,Richardson ,MALE,60+,223
06/30/2018 12:00:00 AM,Richardson ,FEMALE,0-10,248
06/30/2018 12:00:00 AM,Richardson ,FEMALE,11-20,174
06/30/2018 12:00:00 AM,Richardson ,FEMALE,21-30,247
06/30/2018 12:00:00 AM,Richardson ,FEMALE,31-40,202
06/30/2018 12:00:00 AM,Richardson ,FEMALE,41-50,194
06/30/2018 12:00:00 AM,Richardson ,FEMALE,51-60,213
06/30/2018 12:00:00 AM,Richardson ,FEMALE,60+,208
06/30/2018 12:00:00 AM,Richardson ,MALE,0-10,257
06/30/2018 12:00:00 AM,Richardson ,MALE,11-20,149
06/30/2018 12:00:00 AM,Richardson ,MALE,21-30,205
06/30/2018 12:00:00 AM,Richardson ,MALE,31-40,224
06/30/2018 12:00:00 AM,Richardson ,MALE,41-50,185
06/30/2018 12:00:00 AM,Richardson ,MALE,51-60,158
06/30/2018 12:00:00 AM,Richardson ,MALE,60+,229
06/30/2019 12:00:00 AM,Richardson ,FEMALE,0-10,250
06/30/2019 12:00:00 AM,Richardson ,FEMALE,11-20,169
06/30/2019 12:00:00 AM,Richardson ,FEMALE,21-30,235
06/30/2019 12:00:00 AM,Richardson ,FEMALE,31-40,206
06/30/2019 12:00:00 AM,Richardson ,FEMALE,41-50,187
06/30/2019 12:00:00 AM,Richardson ,FEMALE,51-60,204
06/30/2019 12:00:00 AM,Richardson ,FEMALE,60+,217
06/30/2019 12:00:00 AM,Richardson ,MALE,0-10,257
06/30/2019 12:00:00 AM,Richardson ,MALE,11-20,144
06/30/2019 12:00:00 AM,Richardson ,MALE,21-30,200
06/30/2019 12:00:00 AM,Richardson ,MALE,31-40,220
06/30/2019 12:00:00 AM,Richardson ,MALE,41-50,185
06/30/2019 12:00:00 AM,Richardson ,MALE,51-60,153
06/30/2019 12:00:00 AM,Richardson ,MALE,60+,230
06/30/2020 12:00:00 AM,Richardson ,FEMALE,0-10,249
06/30/2020 12:00:00 AM,Richardson ,FEMALE,11-20,164
06/30/2020 12:00:00 AM,Richardson ,FEMALE,21-30,228
06/30/2020 12:00:00 AM,Richardson ,FEMALE,31-40,204
06/30/2020 12:00:00 AM,Richardson ,FEMALE,41-50,183
06/30/2020 12:00:00 AM,Richardson ,FEMALE,51-60,194
06/30/2020 12:00:00 AM,Richardson ,FEMALE,60+,226
06/30/2020 12:00:00 AM,Richardson ,MALE,0-10,258
06/30/2020 12:00:00 AM,Richardson ,MALE,11-20,143
06/30/2020 12:00:00 AM,Richardson ,MALE,21-30,190
06/30/2020 12:00:00 AM,Richardson ,MALE,31-40,218
06/30/2020 12:00:00 AM,Richardson ,MALE,41-50,183
06/30/2020 12:00:00 AM,Richardson ,MALE,51-60,150
06/30/2020 12:00:00 AM,Richardson ,MALE,60+,230
06/30/2015 12:00:00 AM,Theodore   ,FEMALE,0-10,345
06/30/2015 12:00:00 AM,Theodore   ,FEMALE,11-20,275
06/30/2015 12:00:00 AM,Theodore   ,FEMALE,21-30,240
06/30/2015 12:00:00 AM,Theodore   ,FEMALE,31-40,279
06/30/2015 12:00:00 AM,Theodore   ,FEMALE,41-50,297
06/30/2015 12:00:00 AM,Theodore   ,FEMALE,51-60,310
06/30/2015 12:00:00 AM,Theodore   ,FEMALE,60+,219
06/30/2015 12:00:00 AM,Theodore   ,MALE,0-10,332
06/30/2015 12:00:00 AM,Theodore   ,MALE,11-20,283
06/30/2015 12:00:00 AM,Theodore   ,MALE,21-30,253
06/30/2015 12:00:00 AM,Theodore   ,MALE,31-40,310
06/30/2015 12:00:00 AM,Theodore   ,MALE,41-50,278
06/30/2015 12:00:00 AM,Theodore   ,MALE,51-60,307
06/30/2015 12:00:00 AM,Theodore   ,MALE,60+,186
06/30/2016 12:00:00 AM,Theodore   ,FEMALE,0-10,335
06/30/2016 12:00:00 AM,Theodore   ,FEMALE,11-20,272
06/30/2016 12:00:00 AM,Theodore   ,FEMALE,21-30,220
06/30/2016 12:00:00 AM,Theodore   ,FEMALE,31-40,290
06/30/2016 12:00:00 AM,Theodore   ,FEMALE,41-50,273
06/30/2016 12:00:00 AM,Theodore   ,FEMALE,51-60,314
06/30/2016 12:00:00 AM,Theodore   ,FEMALE,60+,235
06/30/2016 12:00:00 AM,Theodore   ,MALE,0-10,328
06/30/2016 12:00:00 AM,Theodore   ,MALE,11-20,277
06/30/2016 12:00:00 AM,Theodore   ,MALE,21-30,244
06/30/2016 12:00:00 AM,Theodore   ,MALE,31-40,303
06/30/2016 12:00:00 AM,Theodore   ,MALE,41-50,266
06/30/2016 12:00:00 AM,Theodore   ,MALE,51-60,306
06/30/2016 12:00:00 AM,Theodore   ,MALE,60+,208
06/30/2017 12:00:00 AM,Theodore   ,FEMALE,0-10,327
06/30/2017 12:00:00 AM,Theodore   ,FEMALE,11-20,263
06/30/2017 12:00:00 AM,Theodore   ,FEMALE,21-30,208
06/30/2017 12:00:00 AM,Theodore   ,FEMALE,31-40,286
06/30/2017 12:00:00 AM,Theodore   ,FEMALE,41-50,255
06/30/2017 12:00:00 AM,Theodore   ,FEMALE,51-60,315
06/30/2017 12:00:00 AM,Theodore   ,FEMALE,60+,262
06/30/2017 12:00:00 AM,Theodore   ,MALE,0-10,334
06/30/2017 12:00:00 AM,Theodore   ,MALE,11-20,259
06/30/2017 12:00:00 AM,Theodore   ,MALE,21-30,218
06/30/2017 12:00:00 AM,Theodore   ,MALE,31-40,306
06/30/2017 12:00:00 AM,Theodore   ,MALE,41-50,254
06/30/2017 12:00:00 AM,Theodore   ,MALE,51-60,295
06/30/2017 12:00:00 AM,Theodore   ,MALE,60+,246
06/30/2018 12:00:00 AM,Theodore   ,FEMALE,0-10,316
06/30/2018 12:00:00 AM,Theodore   ,FEMALE,11-20,266
06/30/2018 12:00:00 AM,Theodore   ,FEMALE,21-30,189
06/30/2018 12:00:00 AM,Theodore   ,FEMALE,31-40,285
06/30/2018 12:00:00 AM,Theodore   ,FEMALE,41-50,243
06/30/2018 12:00:00 AM,Theodore   ,FEMALE,51-60,309
06/30/2018 12:00:00 AM,Theodore   ,FEMALE,60+,285
06/30/2018 12:00:00 AM,Theodore   ,MALE,0-10,337
06/30/2018 12:00:00 AM,Theodore   ,MALE,11-20,246
06/30/2018 12:00:00 AM,Theodore   ,MALE,21-30,200
06/30/2018 12:00:00 AM,Theodore   ,MALE,31-40,309
06/30/2018 12:00:00 AM,Theodore   ,MALE,41-50,240
06/30/2018 12:00:00 AM,Theodore   ,MALE,51-60,287
06/30/2018 12:00:00 AM,Theodore   ,MALE,60+,272
06/30/2019 12:00:00 AM,Theodore   ,FEMALE,0-10,308
06/30/2019 12:00:00 AM,Theodore   ,FEMALE,11-20,265
06/30/2019 12:00:00 AM,Theodore   ,FEMALE,21-30,176
06/30/2019 12:00:00 AM,Theodore   ,FEMALE,31-40,277
06/30/2019 12:00:00 AM,Theodore   ,FEMALE,41-50,236
06/30/2019 12:00:00 AM,Theodore   ,FEMALE,51-60,288
06/30/2019 12:00:00 AM,Theodore   ,FEMALE,60+,319
06/30/2019 12:00:00 AM,Theodore   ,MALE,0-10,333
06/30/2019 12:00:00 AM,Theodore   ,MALE,11-20,240
06/30/2019 12:00:00 AM,Theodore   ,MALE,21-30,184
06/30/2019 12:00:00 AM,Theodore   ,MALE,31-40,307
06/30/2019 12:00:00 AM,Theodore   ,MALE,41-50,233
06/30/2019 12:00:00 AM,Theodore   ,MALE,51-60,278
06/30/2019 12:00:00 AM,Theodore   ,MALE,60+,294
06/30/2020 12:00:00 AM,Theodore   ,FEMALE,0-10,299
06/30/2020 12:00:00 AM,Theodore   ,FEMALE,11-20,262
06/30/2020 12:00:00 AM,Theodore   ,FEMALE,21-30,166
06/30/2020 12:00:00 AM,Theodore   ,FEMALE,31-40,264
06/30/2020 12:00:00 AM,Theodore   ,FEMALE,41-50,235
06/30/2020 12:00:00 AM,Theodore   ,FEMALE,51-60,271
06/30/2020 12:00:00 AM,Theodore   ,FEMALE,60+,348
06/30/2020 12:00:00 AM,Theodore   ,MALE,0-10,325
